region,timestamp,traffic_gbps,active_users,peak_utilization_percent
US-EAST-01,2026-07-23 05:00:00,658.8,76694,92
US-WEST-01,2026-07-16 11:15:00,512.4,75035,80
EMEA-WEST,2026-07-15 12:15:00,604.6,81698,80
ASIA-PAC,2026-07-29 02:45:00,861.3,82824,94
ASIA-SOUTH,2026-07-10 17:00:00,590.3,162520,95
US-SOUTH-01,2026-07-20 21:45:00,965.9,187141,90
US-SOUTH-01,2026-07-15 20:45:00,366.4,38149,82
US-EAST-01,2026-07-28 08:15:00,627.2,146111,84
ASIA-PAC,2026-07-31 21:45:00,781.7,165192,90
EMEA-WEST,2026-07-12 16:00:00,691.6,122697,80
US-SOUTH-01,2026-07-19 01:30:00,1047.8,129097,90
US-EAST-01,2026-07-19 07:45:00,633.9,67143,80
EMEA-EAST,2026-07-22 23:15:00,404.7,148978,69
ASIA-PAC,2026-07-17 07:45:00,640.2,144302,80
US-EAST-01,2026-07-11 17:00:00,203.8,109181,70
ASIA-SOUTH,2026-07-18 05:15:00,504.9,39924,93
EMEA-EAST,2026-07-13 23:00:00,650.6,22465,80
ASIA-PAC,2026-07-14 02:00:00,762.9,111757,92
ASIA-PAC,2026-07-10 19:30:00,623.0,92788,80
EMEA-WEST,2026-07-31 17:45:00,671.6,68935,96
ASIA-PAC,2026-07-24 19:00:00,295.9,54599,52
US-EAST-01,2026-07-17 07:30:00,179.7,137213,48
US-WEST-01,2026-07-27 02:00:00,264.1,142237,55
ASIA-PAC,2026-07-12 08:30:00,362.1,78307,63
ASIA-SOUTH,2026-07-11 01:30:00,467.2,124785,79
EMEA-WEST,2026-07-17 00:15:00,765.6,172830,90
ASIA-SOUTH,2026-07-30 01:00:00,327.4,115528,48
US-SOUTH-01,2026-07-20 00:30:00,569.6,165667,89
ASIA-PAC,2026-07-28 07:00:00,644.7,167790,80
EMEA-EAST,2026-07-27 13:15:00,495.4,178896,93
US-WEST-01,2026-07-12 09:30:00,271.5,161913,96
US-SOUTH-01,2026-07-16 17:00:00,1057.2,92734,90
US-SOUTH-01,2026-07-27 08:45:00,784.6,68817,90
ASIA-PAC,2026-07-14 02:45:00,324.1,144406,86
EMEA-WEST,2026-07-14 10:45:00,126.1,74694,67
US-EAST-01,2026-07-31 18:30:00,845.7,163451,90
ASIA-PAC,2026-07-20 08:00:00,637.8,120462,80
ASIA-SOUTH,2026-07-16 17:30:00,877.8,153940,90
ASIA-PAC,2026-07-15 02:30:00,795.4,87011,90
ASIA-SOUTH,2026-07-13 19:30:00,391.1,133810,96
US-WEST-01,2026-07-18 07:00:00,349.8,114164,91
US-SOUTH-01,2026-07-19 11:00:00,713.2,165976,93
US-EAST-01,2026-07-17 02:15:00,304.6,38260,94
ASIA-PAC,2026-07-20 14:45:00,842.2,124894,90
EMEA-WEST,2026-07-12 11:30:00,550.4,120469,86
ASIA-PAC,2026-07-13 19:45:00,945.9,57248,90
ASIA-SOUTH,2026-07-21 12:15:00,366.0,59197,94
EMEA-WEST,2026-07-25 03:00:00,653.5,33328,80
ASIA-PAC,2026-07-29 05:15:00,517.0,34365,80
US-EAST-01,2026-07-25 09:15:00,770.5,150876,90
US-SOUTH-01,2026-07-27 05:45:00,337.0,106871,64
US-WEST-01,2026-07-30 21:30:00,738.7,129629,90
ASIA-SOUTH,2026-07-31 04:15:00,523.3,22841,80
ASIA-PAC,2026-07-24 11:15:00,981.7,93361,90
US-EAST-01,2026-07-12 02:45:00,341.5,140030,60
EMEA-WEST,2026-07-20 16:15:00,124.4,145283,70
US-EAST-01,2026-07-24 16:00:00,681.3,157622,80
EMEA-EAST,2026-07-26 05:30:00,726.5,22123,90
ASIA-PAC,2026-07-23 06:00:00,767.1,125289,90
US-SOUTH-01,2026-07-11 11:30:00,616.7,116027,94
US-SOUTH-01,2026-07-20 17:30:00,691.9,154891,80
US-SOUTH-01,2026-07-23 02:15:00,632.4,112015,80
ASIA-SOUTH,2026-07-14 11:30:00,205.4,142116,70
ASIA-PAC,2026-07-21 09:00:00,381.1,119736,68
ASIA-PAC,2026-07-21 15:00:00,512.8,193679,80
US-SOUTH-01,2026-07-27 13:15:00,972.1,109964,99
ASIA-SOUTH,2026-07-22 13:45:00,293.4,162978,51
US-SOUTH-01,2026-07-16 08:15:00,632.1,187153,81
ASIA-PAC,2026-07-10 12:00:00,528.3,173131,81
EMEA-EAST,2026-07-27 10:30:00,576.1,26873,87
US-EAST-01,2026-07-25 15:15:00,694.6,75447,96
ASIA-SOUTH,2026-07-29 15:00:00,871.4,133706,90
EMEA-WEST,2026-07-12 21:00:00,567.4,116798,82
ASIA-PAC,2026-07-23 15:00:00,1082.0,137480,90
ASIA-SOUTH,2026-07-25 23:30:00,560.5,90421,80
EMEA-WEST,2026-07-11 15:15:00,235.6,140901,70
ASIA-PAC,2026-07-26 00:45:00,768.4,155153,90
US-EAST-01,2026-07-14 14:45:00,321.9,111050,88
ASIA-PAC,2026-07-29 19:15:00,816.9,144883,90
EMEA-WEST,2026-07-22 12:15:00,323.7,66111,59
EMEA-WEST,2026-07-24 20:45:00,256.1,165411,84
EMEA-EAST,2026-07-13 22:15:00,368.5,97544,61
ASIA-SOUTH,2026-07-18 17:00:00,369.7,166003,47
ASIA-PAC,2026-07-31 17:15:00,506.6,139368,80
US-EAST-01,2026-07-12 09:45:00,469.0,161745,60
ASIA-SOUTH,2026-07-23 21:30:00,502.9,157500,80
US-SOUTH-01,2026-07-30 01:30:00,494.6,76824,88
US-WEST-01,2026-07-25 23:45:00,423.7,153709,63
ASIA-PAC,2026-07-14 13:00:00,980.2,87664,90
EMEA-WEST,2026-07-27 00:45:00,716.3,94134,90
US-SOUTH-01,2026-07-31 22:00:00,450.9,83036,76
US-EAST-01,2026-07-29 06:00:00,776.7,139897,90
ASIA-PAC,2026-07-24 01:00:00,655.2,152011,80
ASIA-PAC,2026-07-12 03:00:00,763.1,165257,90
EMEA-WEST,2026-07-30 16:45:00,352.1,92727,88
US-SOUTH-01,2026-07-26 18:45:00,361.9,112121,86
US-EAST-01,2026-07-29 21:30:00,314.3,158534,81
ASIA-SOUTH,2026-07-26 21:30:00,295.7,167605,71
ASIA-PAC,2026-07-10 11:00:00,275.8,49161,91
US-WEST-01,2026-07-29 23:30:00,596.9,166470,80
US-WEST-01,2026-07-18 14:00:00,446.4,55202,89
ASIA-PAC,2026-07-18 14:30:00,533.4,70878,80
US-EAST-01,2026-07-23 10:30:00,682.8,132597,80
ASIA-PAC,2026-07-31 12:30:00,448.3,43264,91
US-SOUTH-01,2026-07-19 08:45:00,393.3,40957,71
US-EAST-01,2026-07-27 05:30:00,794.2,28737,90
US-WEST-01,2026-07-15 23:45:00,506.1,39009,80
EMEA-EAST,2026-07-31 08:45:00,668.8,98383,89
ASIA-PAC,2026-07-27 10:30:00,1061.6,135320,90
ASIA-PAC,2026-07-10 07:30:00,349.4,99862,61
US-SOUTH-01,2026-07-31 14:30:00,427.1,169434,60
EMEA-EAST,2026-07-28 01:30:00,755.4,90914,90
US-EAST-01,2026-07-14 00:45:00,492.9,56185,49
ASIA-PAC,2026-07-10 03:45:00,355.5,185694,63
US-WEST-01,2026-07-26 22:30:00,554.8,98785,80
US-SOUTH-01,2026-07-26 05:00:00,723.5,89169,90
ASIA-PAC,2026-07-10 17:30:00,350.7,111950,51
US-EAST-01,2026-07-23 22:45:00,658.2,28888,80
ASIA-PAC,2026-07-16 11:30:00,364.9,163536,75
US-EAST-01,2026-07-16 00:00:00,565.7,53575,80
EMEA-EAST,2026-07-30 03:45:00,120.2,179822,59
EMEA-EAST,2026-07-31 08:15:00,185.7,31517,64
US-SOUTH-01,2026-07-18 08:15:00,534.9,136966,80
ASIA-PAC,2026-07-27 20:45:00,1073.1,182169,92
EMEA-WEST,2026-07-17 20:15:00,764.1,131250,90
EMEA-WEST,2026-07-22 11:15:00,160.5,112084,70
US-EAST-01,2026-07-13 01:15:00,507.5,118056,81
US-WEST-01,2026-07-14 08:30:00,173.7,31287,45
ASIA-PAC,2026-07-14 21:30:00,508.7,46395,80
EMEA-WEST,2026-07-26 17:30:00,393.7,157883,52
US-EAST-01,2026-07-19 07:15:00,695.7,75070,80
US-SOUTH-01,2026-07-11 15:30:00,881.4,164281,90
ASIA-SOUTH,2026-07-27 09:30:00,508.9,22104,80
ASIA-PAC,2026-07-20 19:30:00,626.9,36344,80
ASIA-SOUTH,2026-07-20 00:45:00,192.5,73011,61
US-EAST-01,2026-07-12 07:15:00,453.7,126142,65
EMEA-WEST,2026-07-24 12:00:00,218.3,166819,58
ASIA-SOUTH,2026-07-14 00:00:00,218.8,94249,68
ASIA-PAC,2026-07-23 05:30:00,839.2,147558,99
US-EAST-01,2026-07-25 15:45:00,898.7,26587,90
US-EAST-01,2026-07-21 17:45:00,644.6,131217,80
EMEA-WEST,2026-07-11 23:45:00,201.2,90900,50
ASIA-SOUTH,2026-07-18 10:15:00,261.8,70885,58
ASIA-PAC,2026-07-25 14:30:00,339.6,138553,78
ASIA-SOUTH,2026-07-29 19:15:00,683.2,173732,80
EMEA-EAST,2026-07-23 16:00:00,124.0,170301,48
US-EAST-01,2026-07-12 15:00:00,150.4,72404,46
US-EAST-01,2026-07-10 15:15:00,429.5,156156,89
ASIA-PAC,2026-07-26 04:30:00,281.9,149248,73
US-SOUTH-01,2026-07-18 00:30:00,886.8,165041,90
ASIA-PAC,2026-07-27 22:15:00,888.4,154579,90
EMEA-EAST,2026-07-31 22:15:00,553.4,57803,80
US-SOUTH-01,2026-07-24 13:30:00,447.1,120240,57
ASIA-PAC,2026-07-17 05:30:00,752.4,146054,90
US-EAST-01,2026-07-13 03:45:00,217.9,175610,70
ASIA-SOUTH,2026-07-25 17:30:00,327.0,174591,81
EMEA-WEST,2026-07-18 07:45:00,650.3,135661,80
ASIA-PAC,2026-07-27 04:15:00,324.4,150129,84
ASIA-PAC,2026-07-25 12:30:00,650.2,54033,92
US-SOUTH-01,2026-07-16 22:30:00,590.5,158551,80
EMEA-WEST,2026-07-13 06:45:00,180.0,54391,70
US-EAST-01,2026-07-13 10:15:00,894.5,148997,90
ASIA-SOUTH,2026-07-30 07:30:00,519.0,150542,85
ASIA-PAC,2026-07-11 22:00:00,790.4,158758,90
ASIA-PAC,2026-07-12 19:30:00,392.4,158322,77
EMEA-EAST,2026-07-24 14:30:00,841.0,108692,90
US-EAST-01,2026-07-23 04:15:00,521.6,44585,94
US-SOUTH-01,2026-07-15 03:00:00,224.2,111124,70
ASIA-PAC,2026-07-26 12:30:00,256.4,56095,65
US-WEST-01,2026-07-24 06:00:00,850.0,119645,90
US-SOUTH-01,2026-07-28 23:00:00,765.6,48887,92
EMEA-EAST,2026-07-12 09:30:00,748.7,177171,94
EMEA-EAST,2026-07-18 14:00:00,792.9,139664,90
ASIA-PAC,2026-07-17 18:15:00,605.8,72136,80
US-SOUTH-01,2026-07-14 17:30:00,618.5,111297,80
US-EAST-01,2026-07-21 09:00:00,508.8,35587,98
US-SOUTH-01,2026-07-29 07:00:00,279.4,142962,54
EMEA-EAST,2026-07-30 21:45:00,664.7,126554,80
ASIA-PAC,2026-07-18 23:30:00,803.4,28193,90
ASIA-SOUTH,2026-07-31 02:00:00,813.1,28468,90
EMEA-EAST,2026-07-31 21:15:00,657.1,119769,80
US-WEST-01,2026-07-19 12:30:00,404.8,146567,87
US-EAST-01,2026-07-25 16:30:00,545.7,155261,87
ASIA-PAC,2026-07-27 04:30:00,376.6,93837,52
US-EAST-01,2026-07-22 03:00:00,673.4,31368,80
US-SOUTH-01,2026-07-23 10:15:00,371.3,79923,53
US-WEST-01,2026-07-17 00:00:00,697.5,126772,80
US-EAST-01,2026-07-29 00:00:00,142.2,59973,60
ASIA-PAC,2026-07-27 01:45:00,315.5,161032,48
US-EAST-01,2026-07-16 11:30:00,574.6,33126,80
US-EAST-01,2026-07-17 06:00:00,128.1,64314,61
US-WEST-01,2026-07-18 19:00:00,654.4,120213,93
ASIA-SOUTH,2026-07-21 06:30:00,871.3,139160,90
ASIA-PAC,2026-07-26 23:45:00,955.2,55036,97
US-SOUTH-01,2026-07-19 14:30:00,318.8,93928,95
EMEA-EAST,2026-07-23 14:00:00,661.9,133052,80
US-EAST-01,2026-07-20 10:00:00,856.0,146806,90
ASIA-PAC,2026-07-12 23:30:00,973.8,55985,90
ASIA-PAC,2026-07-10 00:30:00,835.6,73011,90
ASIA-PAC,2026-07-22 18:45:00,885.9,122394,90
US-WEST-01,2026-07-10 13:45:00,393.2,146257,99
US-SOUTH-01,2026-07-25 00:45:00,1002.3,182591,90
US-SOUTH-01,2026-07-29 17:00:00,835.1,108738,90
ASIA-PAC,2026-07-24 04:15:00,387.6,193185,46
ASIA-SOUTH,2026-07-26 07:30:00,383.5,108189,66
ASIA-PAC,2026-07-19 11:15:00,495.2,186164,45
EMEA-EAST,2026-07-18 04:15:00,225.7,87262,49
EMEA-WEST,2026-07-18 22:00:00,810.7,113591,90
ASIA-PAC,2026-07-14 03:30:00,332.8,69213,83
US-WEST-01,2026-07-14 14:15:00,136.2,37030,70
US-EAST-01,2026-07-10 11:30:00,862.7,70144,90
US-EAST-01,2026-07-27 05:30:00,674.0,43720,80
US-SOUTH-01,2026-07-21 12:30:00,988.0,140852,90
ASIA-PAC,2026-07-20 01:00:00,613.2,22351,80
ASIA-PAC,2026-07-21 05:30:00,716.1,192501,90
US-SOUTH-01,2026-07-29 06:00:00,432.7,112324,89
EMEA-EAST,2026-07-11 22:00:00,425.7,135846,72
US-EAST-01,2026-07-10 18:45:00,428.1,168210,57
ASIA-PAC,2026-07-14 07:45:00,412.0,74024,56
US-WEST-01,2026-07-31 23:59:00,488.5,114321,54
ASIA-PAC,2026-07-15 05:45:00,1018.3,87854,90
US-SOUTH-01,2026-07-16 02:00:00,742.4,74968,98
ASIA-SOUTH,2026-07-12 12:15:00,866.7,21433,90
ASIA-PAC,2026-07-12 20:15:00,698.1,105472,89
US-EAST-01,2026-07-14 20:45:00,249.5,136614,70
US-EAST-01,2026-07-17 17:30:00,879.5,72989,90
US-SOUTH-01,2026-07-12 08:30:00,983.8,139247,92
ASIA-PAC,2026-07-11 23:30:00,880.7,39918,94
ASIA-PAC,2026-07-24 12:00:00,745.5,121194,90
ASIA-PAC,2026-07-15 02:45:00,1019.1,24728,90
US-SOUTH-01,2026-07-10 15:15:00,1007.8,47433,90
US-EAST-01,2026-07-24 03:30:00,400.7,146166,86
EMEA-EAST,2026-07-31 06:15:00,278.0,151492,63
ASIA-PAC,2026-07-26 08:30:00,938.4,62002,97
EMEA-EAST,2026-07-27 06:30:00,563.9,41788,95
EMEA-WEST,2026-07-30 20:15:00,204.5,179679,59
ASIA-SOUTH,2026-07-17 14:45:00,209.2,110503,70
US-EAST-01,2026-07-16 11:15:00,184.4,64762,67
ASIA-PAC,2026-07-12 14:45:00,932.0,86514,90
US-SOUTH-01,2026-07-23 21:15:00,447.3,42145,96
US-WEST-01,2026-07-14 01:30:00,551.7,28598,80
ASIA-SOUTH,2026-07-26 19:45:00,312.6,120023,80
US-EAST-01,2026-07-15 06:00:00,200.2,35306,70
ASIA-PAC,2026-07-19 16:30:00,324.2,150820,94
US-WEST-01,2026-07-12 23:30:00,498.3,78506,61
US-EAST-01,2026-07-17 03:30:00,579.5,122147,88
ASIA-SOUTH,2026-07-29 07:15:00,610.6,161383,80
US-SOUTH-01,2026-07-29 10:30:00,587.3,85037,80
ASIA-PAC,2026-07-26 14:00:00,919.5,36979,90
EMEA-EAST,2026-07-10 21:15:00,659.2,48076,84
ASIA-PAC,2026-07-24 09:00:00,609.2,90686,86
US-EAST-01,2026-07-24 15:45:00,342.4,62706,88
US-EAST-01,2026-07-20 03:00:00,456.7,38872,55
ASIA-PAC,2026-07-29 13:00:00,739.1,33299,90
US-SOUTH-01,2026-07-28 21:00:00,898.5,29611,90
ASIA-SOUTH,2026-07-14 01:30:00,271.9,170967,88
ASIA-PAC,2026-07-13 16:00:00,1041.9,114628,90
US-SOUTH-01,2026-07-29 11:45:00,396.8,109038,64
ASIA-PAC,2026-07-10 06:45:00,954.5,161612,99
US-EAST-01,2026-07-23 07:30:00,726.2,37589,90
ASIA-SOUTH,2026-07-17 07:00:00,819.0,90757,90
ASIA-SOUTH,2026-07-31 05:15:00,856.3,77895,90
US-WEST-01,2026-07-30 22:00:00,623.7,41328,93
ASIA-PAC,2026-07-14 02:00:00,990.5,166434,98
ASIA-SOUTH,2026-07-29 16:15:00,487.0,152815,75
EMEA-WEST,2026-07-26 15:45:00,258.9,47922,88
US-EAST-01,2026-07-27 14:15:00,158.6,99151,59
EMEA-WEST,2026-07-12 18:45:00,434.1,178378,45
ASIA-PAC,2026-07-17 17:45:00,492.9,96798,65
US-SOUTH-01,2026-07-11 13:00:00,354.8,54908,65
ASIA-SOUTH,2026-07-24 14:00:00,223.0,140581,70
US-EAST-01,2026-07-20 17:00:00,648.9,107031,80
US-WEST-01,2026-07-16 06:00:00,608.6,137609,95
ASIA-PAC,2026-07-24 14:30:00,982.6,160333,90
US-SOUTH-01,2026-07-18 19:45:00,1082.8,175186,90
US-SOUTH-01,2026-07-17 22:00:00,824.0,130369,90
EMEA-EAST,2026-07-18 11:30:00,218.8,122485,70
EMEA-EAST,2026-07-21 21:30:00,765.2,125974,90
ASIA-PAC,2026-07-20 09:15:00,412.8,51719,92
US-SOUTH-01,2026-07-21 00:00:00,1064.4,121612,90
US-EAST-01,2026-07-11 01:15:00,448.3,87171,89
US-WEST-01,2026-07-14 21:00:00,254.6,82397,66
US-EAST-01,2026-07-24 21:00:00,695.2,101986,80
ASIA-PAC,2026-07-26 08:30:00,715.6,122631,95
US-SOUTH-01,2026-07-30 10:00:00,221.4,149207,53
EMEA-EAST,2026-07-31 23:45:00,626.3,169450,82
US-WEST-01,2026-07-14 17:15:00,899.8,67409,90
US-EAST-01,2026-07-14 19:00:00,177.8,138313,62
ASIA-PAC,2026-07-21 08:15:00,856.0,168367,90
EMEA-WEST,2026-07-19 08:45:00,693.1,56930,80
EMEA-WEST,2026-07-24 12:00:00,619.7,54350,80
EMEA-WEST,2026-07-20 00:15:00,662.0,75612,80
US-WEST-01,2026-07-29 14:15:00,811.0,110421,93
ASIA-PAC,2026-07-18 11:00:00,596.5,74419,80
US-EAST-01,2026-07-17 11:45:00,702.2,163650,98
US-EAST-01,2026-07-23 03:00:00,573.7,37753,80
US-EAST-01,2026-07-20 14:45:00,537.5,96618,98
US-EAST-01,2026-07-10 13:30:00,221.8,140356,70
ASIA-PAC,2026-07-15 07:15:00,594.1,48384,80
ASIA-PAC,2026-07-31 22:00:00,895.6,22295,90
ASIA-SOUTH,2026-07-29 00:15:00,448.6,106676,66
US-EAST-01,2026-07-25 02:45:00,227.7,98974,70
US-SOUTH-01,2026-07-20 19:15:00,1017.4,102599,90
ASIA-PAC,2026-07-29 20:00:00,745.9,43403,90
US-SOUTH-01,2026-07-18 11:15:00,352.1,148713,45
EMEA-EAST,2026-07-24 13:00:00,318.7,136237,77
US-SOUTH-01,2026-07-19 12:00:00,847.5,31701,90
ASIA-PAC,2026-07-12 00:00:00,466.5,145630,64
ASIA-PAC,2026-07-13 00:45:00,912.9,127666,90
US-SOUTH-01,2026-07-24 20:00:00,795.3,148152,90
EMEA-EAST,2026-07-18 19:30:00,852.6,164633,90
US-SOUTH-01,2026-07-12 05:00:00,483.1,106354,78
ASIA-PAC,2026-07-20 14:45:00,706.0,29707,90
ASIA-PAC,2026-07-30 05:30:00,951.7,118022,92
EMEA-EAST,2026-07-30 08:15:00,657.8,118442,96
US-EAST-01,2026-07-30 07:45:00,839.7,150638,90
US-EAST-01,2026-07-22 21:45:00,476.5,48333,72
US-EAST-01,2026-07-15 02:00:00,158.3,73430,70
ASIA-PAC,2026-07-27 00:30:00,258.0,70532,62
US-SOUTH-01,2026-07-29 11:15:00,954.5,56252,90
US-SOUTH-01,2026-07-27 02:30:00,958.2,81697,90
EMEA-EAST,2026-07-10 02:30:00,505.6,123044,97
US-EAST-01,2026-07-16 05:45:00,586.2,125860,80
ASIA-PAC,2026-07-11 09:00:00,692.7,74846,84
US-SOUTH-01,2026-07-22 05:00:00,843.0,75198,90
EMEA-EAST,2026-07-17 04:45:00,808.7,79899,90
EMEA-EAST,2026-07-15 05:30:00,519.2,75254,80
EMEA-WEST,2026-07-29 23:45:00,322.3,103663,85
ASIA-PAC,2026-07-21 04:30:00,377.9,60997,49
US-EAST-01,2026-07-14 08:30:00,745.6,148991,95
EMEA-WEST,2026-07-17 23:00:00,377.0,147798,69
US-EAST-01,2026-07-29 10:30:00,304.4,155171,86
ASIA-PAC,2026-07-15 10:45:00,1066.9,41039,90
ASIA-PAC,2026-07-25 16:45:00,331.2,30361,59
EMEA-EAST,2026-07-28 09:30:00,531.4,73447,94
US-EAST-01,2026-07-17 22:45:00,780.3,36290,90
US-EAST-01,2026-07-17 04:00:00,323.1,68508,79
ASIA-PAC,2026-07-23 17:45:00,979.1,48341,90
ASIA-PAC,2026-07-19 08:00:00,250.1,106497,54
ASIA-SOUTH,2026-07-17 15:00:00,668.9,172081,87
EMEA-WEST,2026-07-31 02:15:00,185.3,138647,70
ASIA-SOUTH,2026-07-22 18:00:00,838.1,26145,90
US-SOUTH-01,2026-07-16 05:45:00,531.7,143365,80
ASIA-PAC,2026-07-14 04:15:00,473.4,152269,69
US-SOUTH-01,2026-07-28 20:30:00,292.5,70695,80
ASIA-PAC,2026-07-23 07:30:00,506.5,61973,80
US-WEST-01,2026-07-14 08:00:00,166.8,84126,62
US-SOUTH-01,2026-07-25 17:00:00,487.1,157344,55
ASIA-PAC,2026-07-11 05:00:00,445.8,102062,78
ASIA-SOUTH,2026-07-27 12:00:00,396.1,95328,82
US-EAST-01,2026-07-27 23:45:00,380.0,64297,87
ASIA-SOUTH,2026-07-10 17:00:00,407.6,143234,91
EMEA-WEST,2026-07-19 07:15:00,182.3,37951,70
ASIA-PAC,2026-07-27 05:00:00,587.0,188290,80
US-SOUTH-01,2026-07-28 20:00:00,1014.8,152906,90
EMEA-EAST,2026-07-29 14:30:00,882.7,63348,90
US-SOUTH-01,2026-07-20 20:00:00,1043.1,149137,90
US-EAST-01,2026-07-15 08:00:00,845.6,146763,90
ASIA-PAC,2026-07-23 13:15:00,610.7,134538,80
EMEA-WEST,2026-07-27 23:45:00,771.5,170399,93
ASIA-SOUTH,2026-07-17 11:00:00,664.2,123267,80
US-WEST-01,2026-07-30 20:15:00,362.1,176528,59
ASIA-PAC,2026-07-24 13:15:00,647.8,55172,80
ASIA-PAC,2026-07-24 15:00:00,497.1,123151,53
US-EAST-01,2026-07-24 18:15:00,576.9,117855,80
US-SOUTH-01,2026-07-22 20:15:00,478.8,60416,69
US-SOUTH-01,2026-07-25 16:15:00,345.2,190307,50
US-SOUTH-01,2026-07-20 04:15:00,865.3,114967,90
ASIA-PAC,2026-07-14 11:00:00,932.7,55112,90
EMEA-EAST,2026-07-14 01:15:00,662.5,146981,94
ASIA-SOUTH,2026-07-12 03:15:00,761.1,49558,92
US-EAST-01,2026-07-24 14:45:00,604.7,101029,80
US-WEST-01,2026-07-31 08:15:00,198.1,90045,70
ASIA-PAC,2026-07-26 08:45:00,1034.6,93550,90
US-SOUTH-01,2026-07-12 07:30:00,548.6,86556,88
US-WEST-01,2026-07-30 13:30:00,686.4,23730,96
US-WEST-01,2026-07-18 06:45:00,523.9,129518,80
ASIA-PAC,2026-07-22 10:45:00,550.8,89012,80
ASIA-PAC,2026-07-11 12:30:00,1059.8,177071,90
US-EAST-01,2026-07-25 03:15:00,759.5,147864,90
ASIA-SOUTH,2026-07-22 07:15:00,834.8,86466,91
EMEA-EAST,2026-07-10 10:45:00,235.3,128222,63
US-WEST-01,2026-07-28 07:30:00,713.9,61527,90
ASIA-PAC,2026-07-16 21:00:00,427.6,149893,91
ASIA-SOUTH,2026-07-10 01:15:00,256.2,161088,49
US-EAST-01,2026-07-13 12:15:00,831.9,70501,99
EMEA-EAST,2026-07-15 09:30:00,387.8,41072,78
ASIA-SOUTH,2026-07-22 01:45:00,721.2,120875,90
ASIA-PAC,2026-07-23 19:45:00,964.3,121089,93
US-EAST-01,2026-07-11 12:00:00,726.3,51775,90
ASIA-PAC,2026-07-13 11:45:00,915.4,196022,90
US-EAST-01,2026-07-23 13:15:00,689.6,68221,80
US-EAST-01,2026-07-22 10:30:00,266.5,115964,54
ASIA-PAC,2026-07-26 12:00:00,543.3,48906,80
US-SOUTH-01,2026-07-24 03:45:00,1004.1,34644,90
EMEA-EAST,2026-07-22 04:00:00,120.2,78460,70
EMEA-EAST,2026-07-24 17:45:00,309.6,48508,58
ASIA-PAC,2026-07-29 22:45:00,626.2,63527,87
ASIA-PAC,2026-07-14 14:45:00,532.8,134770,83
US-EAST-01,2026-07-26 19:00:00,506.4,46611,80
US-EAST-01,2026-07-11 14:45:00,645.2,107250,87
US-SOUTH-01,2026-07-18 03:00:00,736.0,118823,90
US-SOUTH-01,2026-07-15 23:00:00,746.4,90040,90
ASIA-PAC,2026-07-28 00:15:00,963.6,67301,90
ASIA-PAC,2026-07-23 17:30:00,544.1,98588,80
US-WEST-01,2026-07-23 04:45:00,258.3,63461,52
US-EAST-01,2026-07-15 19:00:00,589.4,78658,86
EMEA-EAST,2026-07-10 12:00:00,741.4,28799,90
ASIA-PAC,2026-07-17 20:00:00,978.9,183076,90
US-EAST-01,2026-07-21 19:30:00,721.0,54995,90
US-SOUTH-01,2026-07-23 15:30:00,331.9,136171,98
US-EAST-01,2026-07-18 16:45:00,594.0,136560,80
US-SOUTH-01,2026-07-12 08:45:00,776.3,155659,90
ASIA-PAC,2026-07-18 21:30:00,681.9,118355,80
EMEA-EAST,2026-07-26 00:30:00,307.6,142140,81
EMEA-WEST,2026-07-19 22:00:00,805.3,127285,96
US-EAST-01,2026-07-13 05:15:00,855.8,85923,90
US-SOUTH-01,2026-07-18 00:00:00,267.7,175966,90
ASIA-PAC,2026-07-28 15:15:00,547.7,125516,80
US-SOUTH-01,2026-07-23 04:15:00,732.6,77707,95
US-EAST-01,2026-07-21 00:45:00,280.6,167023,52
US-WEST-01,2026-07-30 20:15:00,890.6,117040,90
ASIA-SOUTH,2026-07-27 19:00:00,432.6,168867,55
ASIA-PAC,2026-07-27 10:45:00,452.9,71376,63
ASIA-SOUTH,2026-07-19 09:15:00,387.0,55697,89
US-EAST-01,2026-07-20 20:30:00,894.7,67807,90
US-WEST-01,2026-07-30 22:45:00,384.8,68698,80
US-EAST-01,2026-07-20 04:15:00,869.5,108249,90
ASIA-PAC,2026-07-27 12:45:00,896.1,186251,90
EMEA-EAST,2026-07-15 15:30:00,289.3,141071,56
US-EAST-01,2026-07-14 04:30:00,698.9,66391,80
EMEA-EAST,2026-07-25 19:45:00,353.8,30915,73
ASIA-PAC,2026-07-28 12:30:00,956.7,180750,90
ASIA-PAC,2026-07-17 13:45:00,392.5,134194,60
US-EAST-01,2026-07-30 09:45:00,680.5,63008,80
EMEA-WEST,2026-07-10 05:30:00,224.8,106151,59
EMEA-EAST,2026-07-12 22:30:00,434.4,85221,88
US-SOUTH-01,2026-07-11 22:30:00,693.3,126851,91
ASIA-PAC,2026-07-30 11:30:00,285.3,84920,48
EMEA-EAST,2026-07-15 20:30:00,461.0,132896,81
US-WEST-01,2026-07-24 19:45:00,209.9,30761,70
US-EAST-01,2026-07-24 04:45:00,230.6,144022,70
ASIA-PAC,2026-07-29 01:30:00,609.9,76623,80
ASIA-PAC,2026-07-17 20:00:00,497.1,52589,84
EMEA-WEST,2026-07-20 00:45:00,871.4,136459,90
EMEA-WEST,2026-07-25 21:45:00,670.7,99611,95
US-SOUTH-01,2026-07-12 02:00:00,764.4,79104,90
ASIA-SOUTH,2026-07-15 07:45:00,720.5,134740,94
