outage_id,region,timestamp,severity,component,status,duration_minutes
INC-073665,US-WEST-01,2026-07-15 11:45:00,Minor,BGP Route,Resolved,150
INC-073666,US-WEST-01,2026-07-19 22:05:00,Critical,Power Outage,Resolved,300
INC-073667,US-EAST-01,2026-07-10 07:00:00,Major,Power Outage,Active,900
INC-073668,ASIA-PAC,2026-07-18 15:10:00,Major,Configuration Error,Active,180
INC-073669,US-WEST-01,2026-07-24 00:35:00,Minor,Equipment Fault,Resolved,180
INC-073670,US-WEST-01,2026-07-20 15:35:00,Warning,Power Outage,Resolved,15
INC-073671,EMEA-WEST,2026-07-27 12:20:00,Minor,Hardware Fault,Resolved,900
INC-073672,US-SOUTH-01,2026-07-31 17:40:00,Major,Equipment Fault,Active,300
INC-073673,ASIA-SOUTH,2026-07-25 16:25:00,Critical,Fiber Break,Active,180
INC-073674,EMEA-EAST,2026-07-13 04:00:00,Major,Cloud Flare,Resolved,240
INC-073675,ASIA-PAC,2026-07-30 04:25:00,Warning,Fiber Break,Active,900
INC-073676,EMEA-WEST,2026-07-24 13:10:00,Major,Power Outage,Active,1440
INC-073677,EMEA-EAST,2026-07-16 01:15:00,Critical,Equipment Fault,Active,1800
INC-073678,US-EAST-01,2026-07-21 04:05:00,Warning,Power Outage,Resolved,360
INC-073679,EMEA-EAST,2026-07-28 23:30:00,Major,BGP Route,Resolved,1200
INC-073680,ASIA-SOUTH,2026-07-25 10:25:00,Critical,BGP Route,Active,1440
INC-073681,ASIA-SOUTH,2026-07-23 20:40:00,Critical,Fiber Backbone,Resolved,480
INC-073682,ASIA-PAC,2026-07-12 23:15:00,Minor,Equipment Fault,Active,1440
INC-073683,EMEA-WEST,2026-07-10 21:25:00,Critical,Scheduled UPS Test,Active,720
INC-073684,US-SOUTH-01,2026-07-18 16:05:00,Major,Equipment Fault,Resolved,900
INC-073685,US-EAST-01,2026-07-22 01:25:00,Major,Equipment Fault,Resolved,180
INC-073686,US-EAST-01,2026-07-10 03:10:00,Critical,Software Bug,Resolved,180
INC-073687,ASIA-SOUTH,2026-07-12 16:05:00,Critical,Fiber Break,Active,1200
INC-073688,US-WEST-01,2026-07-28 20:15:00,Minor,Hardware Fault,Active,120
INC-073689,ASIA-PAC,2026-07-31 23:59:00,Warning,BGP Route,Active,120
INC-073690,EMEA-EAST,2026-07-27 15:40:00,Critical,Power Outage,Active,180
INC-073691,ASIA-SOUTH,2026-07-14 03:15:00,Critical,Power Outage,Resolved,240
INC-073692,US-SOUTH-01,2026-07-27 23:20:00,Critical,Scheduled UPS Test,Resolved,180
INC-073693,ASIA-PAC,2026-07-15 08:15:00,Warning,Software Bug,Active,1440
INC-073694,US-EAST-01,2026-07-27 23:15:00,Minor,Fiber Break,Resolved,90
INC-073695,US-EAST-01,2026-07-12 15:35:00,Minor,Configuration Error,Active,360
INC-073696,ASIA-PAC,2026-07-30 16:00:00,Major,Fiber Break,Active,1080
INC-073697,US-WEST-01,2026-07-15 13:00:00,Warning,Fiber Break,Resolved,300
INC-073698,EMEA-WEST,2026-07-10 05:10:00,Major,Equipment Fault,Resolved,480
INC-073699,ASIA-SOUTH,2026-07-30 11:20:00,Warning,BGP Route,Active,360
INC-073700,US-EAST-01,2026-07-11 14:15:00,Warning,Hardware Fault,Resolved,90
INC-073701,US-SOUTH-01,2026-07-22 19:40:00,Minor,Configuration Error,Active,120
INC-073702,EMEA-EAST,2026-07-13 11:15:00,Minor,Software Bug,Resolved,75
INC-073703,ASIA-PAC,2026-07-18 01:35:00,Warning,Software Bug,Active,150
INC-073704,ASIA-PAC,2026-07-27 20:00:00,Critical,Configuration Error,Resolved,1080
INC-073705,ASIA-SOUTH,2026-07-23 04:45:00,Warning,Power Outage,Active,480
INC-073706,EMEA-WEST,2026-07-11 10:05:00,Warning,Hardware Fault,Resolved,1080
INC-073707,ASIA-PAC,2026-07-20 09:05:00,Minor,Fiber Break,Active,1800
INC-073708,EMEA-WEST,2026-07-25 02:15:00,Critical,Fiber Backbone,Active,900
INC-073709,ASIA-SOUTH,2026-07-16 00:40:00,Minor,Cloud Flare,Active,300
INC-073710,ASIA-PAC,2026-07-29 10:40:00,Critical,Fiber Backbone,Resolved,600
INC-073711,US-EAST-01,2026-07-27 20:35:00,Major,Fiber Backbone,Active,180
INC-073712,US-SOUTH-01,2026-07-17 17:40:00,Critical,Configuration Error,Active,180
INC-073713,ASIA-SOUTH,2026-07-23 11:30:00,Major,Power Outage,Resolved,480
INC-073714,US-EAST-01,2026-07-22 20:25:00,Warning,Cloud Flare,Active,120
INC-073715,ASIA-PAC,2026-07-31 11:00:00,Warning,Software Bug,Resolved,180
INC-073716,ASIA-SOUTH,2026-07-19 22:25:00,Warning,Power Outage,Active,480
INC-073717,ASIA-PAC,2026-07-10 13:30:00,Critical,Power Outage,Active,180
INC-073718,EMEA-EAST,2026-07-28 15:40:00,Minor,Hardware Fault,Resolved,1800
INC-073719,EMEA-EAST,2026-07-25 23:10:00,Warning,Fiber Break,Resolved,240
INC-073720,EMEA-WEST,2026-07-15 00:30:00,Major,Configuration Error,Resolved,180
INC-073721,ASIA-PAC,2026-07-10 20:35:00,Major,Software Bug,Active,1200
INC-073722,US-EAST-01,2026-07-19 09:05:00,Warning,Fiber Break,Resolved,150
INC-073723,US-EAST-01,2026-07-12 14:10:00,Minor,Scheduled UPS Test,Active,1800
INC-073724,ASIA-PAC,2026-07-16 12:40:00,Critical,Fiber Backbone,Resolved,180
INC-073725,US-EAST-01,2026-07-20 15:15:00,Warning,Power Outage,Active,120
INC-073726,EMEA-EAST,2026-07-22 00:25:00,Minor,Power Outage,Active,1200
INC-073727,EMEA-EAST,2026-07-28 09:25:00,Major,Equipment Fault,Resolved,180
INC-073728,US-WEST-01,2026-07-19 09:05:00,Major,Configuration Error,Resolved,180
INC-073729,ASIA-PAC,2026-07-11 22:35:00,Minor,BGP Route,Resolved,480
INC-073730,EMEA-EAST,2026-07-25 10:05:00,Warning,Fiber Break,Resolved,120
INC-073731,ASIA-PAC,2026-07-25 23:00:00,Critical,Power Outage,Active,360
INC-073732,ASIA-PAC,2026-07-25 22:30:00,Major,Software Bug,Resolved,360
INC-073733,US-EAST-01,2026-07-10 08:00:00,Warning,BGP Route,Resolved,60
INC-073734,US-WEST-01,2026-07-12 14:20:00,Critical,Scheduled UPS Test,Active,180
INC-073735,EMEA-EAST,2026-07-24 20:15:00,Minor,Software Bug,Resolved,300
INC-073736,EMEA-EAST,2026-07-12 10:40:00,Critical,Scheduled UPS Test,Resolved,180
INC-073737,US-WEST-01,2026-07-14 18:30:00,Minor,Power Outage,Active,480
INC-073738,ASIA-PAC,2026-07-29 09:30:00,Major,Software Bug,Active,1200
INC-073739,US-WEST-01,2026-07-11 17:15:00,Warning,Configuration Error,Active,360
INC-073740,EMEA-EAST,2026-07-23 20:05:00,Major,Software Bug,Resolved,900
INC-073741,US-EAST-01,2026-07-31 18:15:00,Critical,Hardware Fault,Resolved,180
INC-073742,US-WEST-01,2026-07-12 22:20:00,Minor,Fiber Break,Resolved,240
INC-073743,ASIA-SOUTH,2026-07-22 19:30:00,Major,Fiber Break,Active,900
INC-073744,US-EAST-01,2026-07-28 21:15:00,Major,Software Bug,Resolved,180
INC-073745,ASIA-PAC,2026-07-19 02:20:00,Major,Hardware Fault,Active,480
INC-073746,US-SOUTH-01,2026-07-22 07:05:00,Major,Configuration Error,Active,1200
INC-073747,EMEA-WEST,2026-07-16 03:20:00,Major,Scheduled UPS Test,Resolved,180
INC-073748,EMEA-EAST,2026-07-23 01:05:00,Critical,Cloud Flare,Active,900
INC-073749,EMEA-WEST,2026-07-20 07:30:00,Critical,Power Outage,Active,600
INC-073750,ASIA-PAC,2026-07-20 12:05:00,Major,Software Bug,Resolved,180
INC-073751,US-SOUTH-01,2026-07-27 19:20:00,Warning,Cloud Flare,Active,900
INC-073752,ASIA-PAC,2026-07-16 23:35:00,Warning,Power Outage,Resolved,900
INC-073753,ASIA-PAC,2026-07-25 15:05:00,Minor,Cloud Flare,Active,180
INC-073754,US-SOUTH-01,2026-07-19 07:25:00,Critical,Hardware Fault,Resolved,900
INC-073755,US-EAST-01,2026-07-26 16:00:00,Minor,Scheduled UPS Test,Active,120
INC-073756,US-SOUTH-01,2026-07-11 22:25:00,Major,BGP Route,Resolved,360
INC-073757,ASIA-PAC,2026-07-12 10:10:00,Major,Equipment Fault,Active,240
INC-073758,US-WEST-01,2026-07-25 13:25:00,Minor,Configuration Error,Resolved,120
INC-073759,ASIA-PAC,2026-07-11 14:35:00,Minor,Configuration Error,Active,300
INC-073760,EMEA-WEST,2026-07-28 16:45:00,Major,Cloud Flare,Active,480
INC-073761,US-EAST-01,2026-07-21 07:00:00,Critical,Fiber Backbone,Resolved,360
INC-073762,EMEA-WEST,2026-07-23 12:10:00,Critical,Hardware Fault,Resolved,1200
INC-073763,US-EAST-01,2026-07-24 18:20:00,Warning,Software Bug,Resolved,600
INC-073764,ASIA-PAC,2026-07-29 10:35:00,Critical,BGP Route,Resolved,180
INC-073765,US-SOUTH-01,2026-07-30 09:10:00,Critical,Fiber Backbone,Resolved,180
INC-073766,ASIA-PAC,2026-07-31 06:05:00,Minor,Hardware Fault,Active,900
INC-073767,US-SOUTH-01,2026-07-15 01:35:00,Major,Fiber Backbone,Resolved,1800
INC-073768,ASIA-PAC,2026-07-27 16:20:00,Warning,Fiber Break,Active,1800
INC-073769,US-SOUTH-01,2026-07-22 00:25:00,Major,Cloud Flare,Active,180
INC-073770,US-SOUTH-01,2026-07-10 06:40:00,Critical,Configuration Error,Resolved,480
INC-073771,US-EAST-01,2026-07-15 07:05:00,Warning,Fiber Break,Resolved,30
INC-073772,ASIA-PAC,2026-07-18 05:30:00,Critical,Fiber Break,Active,480
INC-073773,ASIA-PAC,2026-07-30 04:30:00,Warning,Configuration Error,Resolved,720
INC-073774,ASIA-PAC,2026-07-27 05:00:00,Warning,BGP Route,Resolved,15
INC-073775,ASIA-SOUTH,2026-07-24 04:15:00,Critical,Fiber Backbone,Resolved,1200
INC-073776,EMEA-EAST,2026-07-20 07:10:00,Critical,Power Outage,Resolved,180
INC-073777,US-EAST-01,2026-07-30 10:20:00,Critical,Hardware Fault,Active,600
INC-073778,ASIA-PAC,2026-07-17 17:20:00,Minor,Equipment Fault,Active,480
INC-073779,ASIA-PAC,2026-07-27 02:20:00,Minor,Fiber Break,Active,120
INC-073780,ASIA-PAC,2026-07-26 17:35:00,Critical,Scheduled UPS Test,Active,180
INC-073781,US-WEST-01,2026-07-26 13:05:00,Warning,Software Bug,Resolved,240
INC-073782,US-EAST-01,2026-07-21 16:25:00,Major,Cloud Flare,Active,900
INC-073783,EMEA-EAST,2026-07-25 15:00:00,Warning,Cloud Flare,Active,120
INC-073784,US-SOUTH-01,2026-07-11 06:15:00,Warning,Configuration Error,Resolved,150
INC-073785,US-SOUTH-01,2026-07-19 03:00:00,Warning,Fiber Backbone,Resolved,900
INC-073786,US-EAST-01,2026-07-27 12:30:00,Critical,Software Bug,Active,180
INC-073787,ASIA-PAC,2026-07-11 01:35:00,Warning,Software Bug,Active,300
INC-073788,US-EAST-01,2026-07-13 09:40:00,Warning,BGP Route,Active,120
INC-073789,EMEA-EAST,2026-07-19 11:25:00,Critical,Configuration Error,Active,300
INC-073790,US-WEST-01,2026-07-10 16:10:00,Major,BGP Route,Active,1440
INC-073791,EMEA-WEST,2026-07-11 18:00:00,Major,BGP Route,Resolved,1800
INC-073792,US-SOUTH-01,2026-07-12 19:45:00,Major,Power Outage,Resolved,180
INC-073793,EMEA-EAST,2026-07-19 23:15:00,Minor,Power Outage,Resolved,120
INC-073794,ASIA-PAC,2026-07-21 13:35:00,Major,Fiber Break,Active,1200
INC-073795,EMEA-EAST,2026-07-13 00:05:00,Critical,Fiber Backbone,Resolved,1200
INC-073796,EMEA-WEST,2026-07-20 09:30:00,Minor,Equipment Fault,Active,120
INC-073797,US-SOUTH-01,2026-07-22 01:30:00,Warning,BGP Route,Active,120
INC-073798,US-SOUTH-01,2026-07-17 15:45:00,Minor,Fiber Backbone,Resolved,720
INC-073799,US-EAST-01,2026-07-25 22:05:00,Critical,Scheduled UPS Test,Resolved,300
INC-073800,EMEA-WEST,2026-07-13 16:10:00,Minor,Equipment Fault,Active,150
INC-073801,ASIA-PAC,2026-07-30 09:15:00,Critical,Fiber Backbone,Active,180
INC-073802,US-WEST-01,2026-07-14 21:10:00,Major,BGP Route,Resolved,1440
INC-073803,ASIA-SOUTH,2026-07-27 04:05:00,Warning,Fiber Backbone,Active,1200
INC-073804,ASIA-SOUTH,2026-07-30 09:05:00,Critical,Hardware Fault,Active,900
INC-073805,US-WEST-01,2026-07-21 23:40:00,Warning,Cloud Flare,Active,1440
INC-073806,US-EAST-01,2026-07-24 09:30:00,Major,Equipment Fault,Resolved,1080
INC-073807,EMEA-WEST,2026-07-26 06:05:00,Major,Power Outage,Active,180
INC-073808,ASIA-PAC,2026-07-19 10:20:00,Minor,Cloud Flare,Resolved,1800
INC-073809,US-WEST-01,2026-07-22 03:00:00,Minor,Software Bug,Resolved,480
INC-073810,US-EAST-01,2026-07-20 21:40:00,Minor,Software Bug,Active,120
INC-073811,ASIA-SOUTH,2026-07-17 10:35:00,Critical,Hardware Fault,Resolved,1800
INC-073812,US-WEST-01,2026-07-25 02:15:00,Minor,BGP Route,Active,480
INC-073813,US-EAST-01,2026-07-30 05:25:00,Warning,Fiber Break,Resolved,900
INC-073814,ASIA-PAC,2026-07-18 20:40:00,Major,Scheduled UPS Test,Active,180
INC-073815,ASIA-PAC,2026-07-10 14:45:00,Minor,Power Outage,Active,720
INC-073816,US-EAST-01,2026-07-17 03:00:00,Critical,Software Bug,Resolved,180
INC-073817,ASIA-PAC,2026-07-31 21:25:00,Major,Configuration Error,Active,600
INC-073818,US-WEST-01,2026-07-22 05:45:00,Minor,Hardware Fault,Active,900
INC-073819,US-EAST-01,2026-07-29 22:35:00,Minor,Fiber Backbone,Active,120
INC-073820,EMEA-EAST,2026-07-23 00:30:00,Critical,BGP Route,Active,1200
INC-073821,US-EAST-01,2026-07-29 19:45:00,Warning,Fiber Backbone,Resolved,90
INC-073822,ASIA-PAC,2026-07-19 20:15:00,Major,Hardware Fault,Resolved,180
INC-073823,EMEA-WEST,2026-07-15 12:30:00,Major,Hardware Fault,Resolved,300
INC-073824,EMEA-EAST,2026-07-18 01:10:00,Minor,Fiber Backbone,Active,720
INC-073825,EMEA-EAST,2026-07-10 22:20:00,Major,Scheduled UPS Test,Resolved,1440
INC-073826,US-SOUTH-01,2026-07-15 23:05:00,Critical,Hardware Fault,Active,180
INC-073827,EMEA-EAST,2026-07-30 09:05:00,Major,Scheduled UPS Test,Resolved,300
INC-073828,EMEA-WEST,2026-07-19 19:10:00,Warning,Fiber Backbone,Active,600
INC-073829,ASIA-PAC,2026-07-30 04:40:00,Warning,Software Bug,Resolved,300
INC-073830,ASIA-PAC,2026-07-30 18:20:00,Major,Fiber Break,Active,180
INC-073831,EMEA-WEST,2026-07-31 14:35:00,Warning,Equipment Fault,Resolved,1800
INC-073832,US-EAST-01,2026-07-13 10:25:00,Major,BGP Route,Active,720
INC-073833,ASIA-SOUTH,2026-07-10 00:00:00,Warning,Scheduled UPS Test,Active,180
INC-073834,EMEA-EAST,2026-07-19 13:10:00,Minor,Hardware Fault,Active,1800
INC-073835,ASIA-SOUTH,2026-07-14 00:40:00,Warning,Software Bug,Resolved,1440
INC-073836,ASIA-PAC,2026-07-15 00:25:00,Warning,Fiber Backbone,Resolved,360
INC-073837,US-SOUTH-01,2026-07-30 00:20:00,Critical,BGP Route,Active,1080
INC-073838,ASIA-SOUTH,2026-07-29 03:15:00,Major,Equipment Fault,Active,180
INC-073839,US-WEST-01,2026-07-24 03:05:00,Warning,Configuration Error,Resolved,1080
INC-073840,US-EAST-01,2026-07-24 22:20:00,Critical,Scheduled UPS Test,Resolved,300
INC-073841,EMEA-EAST,2026-07-27 12:10:00,Major,Software Bug,Resolved,900
INC-073842,ASIA-SOUTH,2026-07-23 10:05:00,Major,Software Bug,Resolved,300
INC-073843,ASIA-PAC,2026-07-10 05:00:00,Minor,Fiber Break,Resolved,1800
INC-073844,ASIA-SOUTH,2026-07-27 15:20:00,Warning,Hardware Fault,Resolved,1200
INC-073845,EMEA-WEST,2026-07-17 05:20:00,Critical,Fiber Break,Resolved,900
INC-073846,EMEA-EAST,2026-07-25 10:15:00,Major,Fiber Backbone,Resolved,600
INC-073847,EMEA-WEST,2026-07-11 17:10:00,Minor,Power Outage,Active,150
INC-073848,US-SOUTH-01,2026-07-10 10:25:00,Critical,Configuration Error,Active,600
INC-073849,US-WEST-01,2026-07-16 10:25:00,Critical,Fiber Backbone,Active,1440
INC-073850,ASIA-PAC,2026-07-21 15:15:00,Minor,Scheduled UPS Test,Active,120
INC-073851,US-SOUTH-01,2026-07-26 09:30:00,Minor,Configuration Error,Active,600
INC-073852,US-SOUTH-01,2026-07-31 22:00:00,Minor,Software Bug,Active,120
INC-073853,ASIA-SOUTH,2026-07-17 23:05:00,Major,Configuration Error,Resolved,180
INC-073854,US-EAST-01,2026-07-23 05:20:00,Minor,Cloud Flare,Active,720
INC-073855,EMEA-WEST,2026-07-20 19:10:00,Critical,Configuration Error,Resolved,240
INC-073856,US-EAST-01,2026-07-24 10:35:00,Minor,Configuration Error,Active,300
INC-073857,ASIA-PAC,2026-07-27 07:10:00,Critical,Software Bug,Active,360
INC-073858,US-SOUTH-01,2026-07-15 06:20:00,Major,Power Outage,Resolved,180
INC-073859,US-SOUTH-01,2026-07-14 18:15:00,Critical,Configuration Error,Active,180
INC-073860,EMEA-WEST,2026-07-28 23:35:00,Critical,Fiber Break,Active,1200
INC-073861,ASIA-SOUTH,2026-07-15 22:25:00,Warning,Cloud Flare,Active,120
INC-073862,US-EAST-01,2026-07-22 03:00:00,Critical,Scheduled UPS Test,Active,180
INC-073863,ASIA-PAC,2026-07-19 20:30:00,Major,Software Bug,Active,900
INC-073864,ASIA-PAC,2026-07-28 05:10:00,Major,Equipment Fault,Active,180
INC-073865,US-EAST-01,2026-07-11 01:45:00,Major,Fiber Break,Resolved,1800
INC-073866,EMEA-WEST,2026-07-24 22:20:00,Critical,Fiber Break,Active,300
INC-073867,US-SOUTH-01,2026-07-30 14:45:00,Warning,Cloud Flare,Active,1200
INC-073868,ASIA-SOUTH,2026-07-26 08:00:00,Major,Cloud Flare,Resolved,180
INC-073869,EMEA-WEST,2026-07-29 23:05:00,Major,Cloud Flare,Active,180
INC-073870,EMEA-WEST,2026-07-17 05:05:00,Critical,BGP Route,Resolved,180
INC-073871,ASIA-PAC,2026-07-25 18:10:00,Minor,Configuration Error,Resolved,1200
INC-073872,US-SOUTH-01,2026-07-13 06:10:00,Minor,Power Outage,Resolved,45
INC-073873,ASIA-PAC,2026-07-19 20:25:00,Warning,Configuration Error,Active,1200
INC-073874,US-EAST-01,2026-07-29 16:30:00,Major,Hardware Fault,Active,180
INC-073875,ASIA-SOUTH,2026-07-28 12:25:00,Major,Cloud Flare,Resolved,360
INC-073876,US-EAST-01,2026-07-29 19:15:00,Major,Power Outage,Resolved,180
INC-073877,US-WEST-01,2026-07-26 08:45:00,Warning,Hardware Fault,Resolved,150
INC-073878,ASIA-PAC,2026-07-16 23:25:00,Major,Cloud Flare,Active,600
INC-073879,US-WEST-01,2026-07-10 18:00:00,Warning,Hardware Fault,Resolved,30
INC-073880,ASIA-PAC,2026-07-18 04:30:00,Warning,Scheduled UPS Test,Active,480
INC-073881,ASIA-PAC,2026-07-26 00:10:00,Minor,Scheduled UPS Test,Resolved,240
INC-073882,ASIA-SOUTH,2026-07-12 07:10:00,Minor,Software Bug,Resolved,1200
INC-073883,US-SOUTH-01,2026-07-12 05:15:00,Critical,Scheduled UPS Test,Resolved,1800
INC-073884,EMEA-WEST,2026-07-17 09:30:00,Minor,Cloud Flare,Active,360
INC-073885,ASIA-PAC,2026-07-25 18:05:00,Critical,BGP Route,Active,180
INC-073886,ASIA-SOUTH,2026-07-16 12:45:00,Minor,Cloud Flare,Resolved,75
INC-073887,US-EAST-01,2026-07-15 14:05:00,Major,Software Bug,Active,1440
INC-073888,US-SOUTH-01,2026-07-17 16:25:00,Warning,Fiber Break,Active,120
INC-073889,ASIA-SOUTH,2026-07-15 15:20:00,Critical,Hardware Fault,Resolved,180
INC-073890,US-EAST-01,2026-07-27 08:35:00,Warning,Software Bug,Resolved,120
INC-073891,EMEA-WEST,2026-07-18 03:20:00,Critical,Power Outage,Active,900
INC-073892,ASIA-PAC,2026-07-21 23:45:00,Major,Configuration Error,Resolved,300
INC-073893,US-EAST-01,2026-07-27 22:20:00,Minor,Cloud Flare,Active,1800
INC-073894,ASIA-SOUTH,2026-07-15 17:20:00,Major,Scheduled UPS Test,Active,180
INC-073895,ASIA-SOUTH,2026-07-20 05:15:00,Major,Scheduled UPS Test,Resolved,1080
INC-073896,US-EAST-01,2026-07-27 02:00:00,Minor,BGP Route,Active,600
INC-073897,EMEA-WEST,2026-07-14 08:40:00,Warning,Scheduled UPS Test,Resolved,15
INC-073898,US-EAST-01,2026-07-28 02:00:00,Warning,Power Outage,Active,300
INC-073899,ASIA-PAC,2026-07-30 07:45:00,Warning,Fiber Break,Active,480
INC-073900,EMEA-WEST,2026-07-16 11:40:00,Minor,Software Bug,Active,1200
INC-073901,ASIA-SOUTH,2026-07-19 11:20:00,Critical,Power Outage,Resolved,300
INC-073902,ASIA-SOUTH,2026-07-15 13:20:00,Warning,Cloud Flare,Active,120
INC-073903,ASIA-SOUTH,2026-07-11 15:30:00,Major,Power Outage,Active,900
INC-073904,US-EAST-01,2026-07-17 18:45:00,Minor,Equipment Fault,Resolved,360
INC-073905,US-SOUTH-01,2026-07-23 08:40:00,Minor,Software Bug,Resolved,300
INC-073906,ASIA-PAC,2026-07-21 14:35:00,Major,Fiber Backbone,Active,300
INC-073907,ASIA-SOUTH,2026-07-12 18:00:00,Minor,Fiber Backbone,Active,900
INC-073908,US-EAST-01,2026-07-19 13:45:00,Warning,Equipment Fault,Active,120
INC-073909,US-EAST-01,2026-07-29 03:45:00,Critical,Scheduled UPS Test,Active,180
INC-073910,EMEA-WEST,2026-07-29 01:05:00,Major,BGP Route,Resolved,180
INC-073911,US-SOUTH-01,2026-07-23 04:15:00,Warning,Equipment Fault,Resolved,60
INC-073912,EMEA-EAST,2026-07-29 19:45:00,Warning,Equipment Fault,Active,600
INC-073913,ASIA-PAC,2026-07-22 04:30:00,Major,Scheduled UPS Test,Active,1200
INC-073914,EMEA-EAST,2026-07-12 00:20:00,Major,BGP Route,Resolved,180
INC-073915,EMEA-EAST,2026-07-27 06:45:00,Critical,Power Outage,Active,1800
INC-073916,EMEA-EAST,2026-07-28 16:35:00,Critical,Fiber Break,Active,180
INC-073917,ASIA-SOUTH,2026-07-10 10:10:00,Critical,Cloud Flare,Active,720
INC-073918,ASIA-SOUTH,2026-07-12 19:10:00,Warning,Scheduled UPS Test,Resolved,480
INC-073919,US-SOUTH-01,2026-07-11 13:00:00,Critical,Hardware Fault,Active,480
INC-073920,ASIA-PAC,2026-07-15 07:45:00,Minor,Configuration Error,Active,480
INC-073921,EMEA-EAST,2026-07-30 18:20:00,Critical,Scheduled UPS Test,Resolved,900
INC-073922,US-EAST-01,2026-07-13 12:30:00,Warning,Fiber Break,Resolved,30
INC-073923,EMEA-WEST,2026-07-27 10:25:00,Major,BGP Route,Active,180
INC-073924,ASIA-SOUTH,2026-07-18 09:10:00,Minor,Cloud Flare,Resolved,15
INC-073925,US-SOUTH-01,2026-07-16 21:00:00,Major,Scheduled UPS Test,Resolved,180
INC-073926,ASIA-PAC,2026-07-18 18:10:00,Warning,BGP Route,Active,600
INC-073927,ASIA-PAC,2026-07-20 13:10:00,Warning,Power Outage,Resolved,75
INC-073928,EMEA-WEST,2026-07-31 23:59:00,Major,Fiber Backbone,Resolved,1080
INC-073929,ASIA-PAC,2026-07-16 09:00:00,Critical,Software Bug,Active,180
INC-073930,US-EAST-01,2026-07-13 00:45:00,Critical,Configuration Error,Active,1200
INC-073931,US-EAST-01,2026-07-26 23:20:00,Critical,Scheduled UPS Test,Active,480
INC-073932,ASIA-SOUTH,2026-07-16 02:20:00,Critical,BGP Route,Resolved,180
INC-073933,EMEA-EAST,2026-07-16 22:10:00,Minor,Power Outage,Resolved,180
INC-073934,ASIA-PAC,2026-07-24 17:20:00,Minor,Scheduled UPS Test,Resolved,150
INC-073935,ASIA-SOUTH,2026-07-16 18:45:00,Major,BGP Route,Active,180
INC-073936,EMEA-WEST,2026-07-11 18:30:00,Minor,Configuration Error,Resolved,240
INC-073937,EMEA-WEST,2026-07-29 04:30:00,Critical,Scheduled UPS Test,Active,180
INC-073938,US-SOUTH-01,2026-07-22 04:05:00,Warning,Configuration Error,Active,180
INC-073939,US-WEST-01,2026-07-16 19:00:00,Warning,Power Outage,Active,150
INC-073940,US-SOUTH-01,2026-07-14 20:05:00,Major,Configuration Error,Active,180
INC-073941,ASIA-PAC,2026-07-28 18:35:00,Warning,Software Bug,Resolved,600
INC-073942,US-EAST-01,2026-07-14 20:15:00,Critical,Hardware Fault,Resolved,360
INC-073943,EMEA-WEST,2026-07-15 01:20:00,Major,Power Outage,Active,1080
INC-073944,EMEA-EAST,2026-07-19 20:45:00,Warning,Fiber Break,Resolved,240
INC-073945,US-SOUTH-01,2026-07-19 19:15:00,Major,Hardware Fault,Resolved,900
INC-073946,US-EAST-01,2026-07-25 04:10:00,Critical,Equipment Fault,Active,180
INC-073947,ASIA-PAC,2026-07-18 11:15:00,Minor,Fiber Backbone,Active,300
INC-073948,ASIA-PAC,2026-07-15 17:45:00,Critical,Power Outage,Active,180
INC-073949,ASIA-SOUTH,2026-07-19 23:25:00,Warning,Hardware Fault,Active,1200
INC-073950,EMEA-WEST,2026-07-11 04:20:00,Critical,Fiber Backbone,Resolved,180
INC-073951,US-SOUTH-01,2026-07-21 02:10:00,Warning,Fiber Backbone,Resolved,300
INC-073952,US-SOUTH-01,2026-07-14 17:10:00,Warning,Configuration Error,Resolved,1800
INC-073953,US-EAST-01,2026-07-25 03:05:00,Minor,Equipment Fault,Active,1200
INC-073954,US-WEST-01,2026-07-15 15:15:00,Major,BGP Route,Resolved,900
INC-073955,ASIA-PAC,2026-07-19 03:25:00,Warning,Power Outage,Active,480
INC-073956,EMEA-WEST,2026-07-19 18:15:00,Minor,Cloud Flare,Resolved,1800
INC-073957,EMEA-WEST,2026-07-22 23:30:00,Major,BGP Route,Active,1200
INC-073958,US-SOUTH-01,2026-07-20 20:35:00,Critical,Fiber Break,Active,180
INC-073959,EMEA-WEST,2026-07-20 19:45:00,Minor,Power Outage,Active,120
INC-073960,US-EAST-01,2026-07-28 21:35:00,Critical,BGP Route,Resolved,1440
INC-073961,EMEA-EAST,2026-07-14 17:00:00,Warning,Configuration Error,Active,480
INC-073962,ASIA-PAC,2026-07-11 01:10:00,Warning,Configuration Error,Active,150
INC-073963,US-WEST-01,2026-07-24 08:40:00,Major,Scheduled UPS Test,Resolved,1200
INC-073964,US-EAST-01,2026-07-31 07:15:00,Warning,Fiber Break,Active,900
INC-073965,ASIA-SOUTH,2026-07-21 21:10:00,Minor,Scheduled UPS Test,Active,600
INC-073966,US-SOUTH-01,2026-07-28 14:25:00,Major,Scheduled UPS Test,Resolved,240
INC-073967,US-SOUTH-01,2026-07-25 01:30:00,Major,Cloud Flare,Resolved,900
INC-073968,US-SOUTH-01,2026-07-29 09:05:00,Warning,Equipment Fault,Active,360
INC-073969,ASIA-PAC,2026-07-25 02:05:00,Major,Configuration Error,Resolved,240
INC-073970,US-EAST-01,2026-07-17 21:30:00,Warning,Cloud Flare,Resolved,30
